                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     82,                 1.2742,                 1.1518,                 1.4198,                 1.3133,                 1.3193,                 1.3733,                0.58604,                0.72631,                0.65711,                 0.3642,                 1.4428,                 1.1682,                 1.5231,                 1.4432,                 1.3489,                 1.4238,               0.000604,               0.000604,               0.000604
                     83,                 1.2566,                 1.1512,                 1.4181,                 1.2879,                 1.3088,                 1.3793,                0.52796,                0.70566,                0.62705,                0.34886,                 1.5782,                  1.146,                 1.7083,                 1.6102,                 1.1823,                 1.5989,             0.00059905,             0.00059905,             0.00059905
                     84,                 1.2541,                 1.1495,                 1.4141,                 1.2848,                 1.3109,                 1.3752,                0.68249,                0.59346,                0.69154,                 0.3987,                 1.4831,                 1.1457,                 1.5079,                 1.5108,                 1.1622,                 1.4248,              0.0005941,              0.0005941,              0.0005941
                     85,                 1.2485,                 1.1322,                 1.3994,                 1.2975,                   1.28,                 1.3612,                0.59054,                0.68642,                0.67047,                0.38735,                 1.5504,                 1.1215,                 1.5978,                 1.5445,                 1.2396,                 1.4196,             0.00058915,             0.00058915,             0.00058915
                     86,                 1.2393,                 1.1008,                 1.3885,                 1.2737,                 1.2512,                  1.346,                0.58491,                0.58691,                0.68386,                0.39525,                 1.5664,                 1.2542,                 1.6567,                 1.4024,                 1.4368,                  1.414,              0.0005842,              0.0005842,              0.0005842
                     87,                 1.2376,                 1.1102,                 1.3954,                 1.2797,                 1.2665,                 1.3482,                0.63849,                0.63387,                0.64527,                0.36414,                 1.6109,                 1.0702,                 1.7273,                 1.5255,                 1.3954,                 1.4826,             0.00057925,             0.00057925,             0.00057925
                     88,                 1.2455,                 1.0965,                 1.4009,                 1.2729,                 1.2579,                 1.3593,                0.66522,                0.72955,                0.73372,                0.42298,                  1.596,                 1.0556,                 1.6823,                 1.5968,                 1.1373,                  1.538,              0.0005743,              0.0005743,              0.0005743
                     89,                 1.2419,                 1.1082,                 1.3965,                 1.2696,                 1.2716,                 1.3544,                 0.6492,                0.71401,                0.68854,                0.42631,                 1.5552,                 1.1064,                 1.6341,                 1.4811,                 1.2976,                  1.433,             0.00056935,             0.00056935,             0.00056935
                     90,                 1.2405,                 1.1269,                 1.4003,                 1.2669,                 1.2945,                 1.3513,                0.61926,                0.65607,                0.67619,                0.37011,                 1.5653,                 1.0989,                 1.6446,                 1.4977,                 1.3474,                 1.4309,              0.0005644,              0.0005644,              0.0005644
                     91,                 1.2238,                 1.1096,                 1.3868,                 1.2584,                 1.2641,                 1.3398,                0.55906,                 0.7246,                0.68508,                0.42249,                  1.341,                 1.0614,                 1.3816,                 1.3284,                  1.178,                 1.2854,             0.00055945,             0.00055945,             0.00055945
                     92,                 1.2227,                 1.0967,                 1.3941,                 1.2569,                 1.2394,                  1.348,                0.73735,                0.67223,                0.67473,                0.43086,                 1.3809,                 1.1498,                 1.4704,                 1.3929,                 1.2023,                 1.3636,              0.0005545,              0.0005545,              0.0005545
                     93,                  1.231,                 1.0704,                 1.3844,                 1.2624,                 1.2107,                  1.338,                0.56711,                0.67882,                0.65346,                0.39336,                 1.5617,                 1.0053,                 1.6631,                 1.4757,                 1.2606,                 1.4635,             0.00054955,             0.00054955,             0.00054955
                     94,                 1.2319,                  1.087,                 1.3956,                 1.2762,                 1.2357,                  1.354,                0.77152,                0.62461,                0.70285,                0.42551,                 1.5424,                0.99305,                 1.7348,                 1.4425,                 1.1389,                 1.5121,              0.0005446,              0.0005446,              0.0005446
                     95,                 1.2055,                 1.0733,                 1.3793,                 1.2378,                 1.2283,                 1.3416,                0.72096,                 0.6904,                0.69668,                0.42694,                  1.535,                 1.0741,                 1.6983,                 1.5115,                 1.2072,                 1.4933,             0.00053965,             0.00053965,             0.00053965
                     96,                  1.201,                 1.0612,                 1.3659,                 1.2544,                 1.2096,                 1.3328,                0.80128,                0.64284,                0.69917,                0.38282,                 1.6055,                 1.0701,                  1.738,                 1.5175,                 1.2704,                 1.5314,              0.0005347,              0.0005347,              0.0005347
                     97,                  1.216,                 1.0698,                 1.3732,                 1.2567,                 1.1959,                 1.3369,                0.70728,                0.75755,                0.75345,                0.40491,                 1.5962,                 1.1049,                 1.6883,                 1.6382,                 1.2402,                 1.5806,             0.00052975,             0.00052975,             0.00052975
                     98,                  1.238,                 1.1073,                 1.3994,                 1.2683,                 1.2481,                 1.3606,                0.83864,                0.63503,                 0.7089,                 0.4268,                 1.4883,                0.97685,                 1.6508,                 1.4654,                 1.0513,                 1.5944,              0.0005248,              0.0005248,              0.0005248
                     99,                 1.2021,                 1.0705,                 1.3779,                 1.2517,                 1.2032,                 1.3477,                0.59632,                0.72474,                0.67387,                0.41428,                 1.4451,                 1.0975,                 1.5537,                 1.4202,                 1.2373,                  1.504,             0.00051985,             0.00051985,             0.00051985
                    100,                 1.2254,                 1.0953,                 1.3888,                 1.2713,                 1.2398,                 1.3513,                0.69826,                0.73252,                0.73497,                0.41353,                 1.5182,                  1.114,                 1.6437,                 1.4001,                 1.3023,                 1.4472,              0.0005149,              0.0005149,              0.0005149
                    101,                 1.2186,                 1.0811,                 1.3715,                 1.2624,                 1.2255,                 1.3316,                0.60396,                0.73474,                 0.7051,                0.39307,                 1.5391,                 1.0604,                 1.6659,                 1.4771,                 1.1824,                  1.504,             0.00050995,             0.00050995,             0.00050995
                    102,                  1.205,                 1.0689,                 1.3729,                 1.2494,                  1.202,                 1.3357,                 0.5483,                0.67837,                0.64961,                0.34717,                 1.4707,                 1.0966,                 1.5855,                 1.4937,                 1.2087,                 1.4748,               0.000505,               0.000505,               0.000505
                    103,                 1.1936,                 1.0473,                 1.3657,                 1.2432,                 1.1779,                 1.3329,                0.88134,                0.52841,                0.65673,                0.36791,                 1.5102,                 1.0647,                 1.6567,                 1.4589,                 1.3314,                 1.4517,             0.00050005,             0.00050005,             0.00050005
                    104,                 1.1904,                 1.0698,                 1.3606,                 1.2296,                 1.1924,                 1.3292,                0.76563,                0.64491,                0.66708,                0.37758,                 1.5442,                 1.0375,                 1.6708,                  1.567,                  1.105,                 1.5544,              0.0004951,              0.0004951,              0.0004951
                    105,                 1.2096,                 1.0432,                 1.3693,                 1.2467,                 1.1833,                 1.3345,                0.83814,                0.65766,                0.69868,                0.38173,                 1.4924,                 1.0964,                 1.6243,                 1.5326,                 1.1403,                 1.6084,             0.00049015,             0.00049015,             0.00049015
                    106,                 1.2265,                 1.0598,                 1.3741,                 1.2524,                 1.2089,                 1.3264,                0.72359,                0.69594,                0.71858,                0.40788,                 1.5398,                  1.075,                  1.595,                 1.5606,                 1.2442,                 1.5046,              0.0004852,              0.0004852,              0.0004852
                    107,                 1.2147,                 1.0574,                 1.3803,                 1.2487,                 1.1986,                 1.3388,                0.75886,                0.64421,                0.70027,                0.41415,                 1.5417,                 1.0243,                 1.7034,                 1.4545,                 1.1514,                 1.5921,             0.00048025,             0.00048025,             0.00048025
                    108,                  1.187,                 1.0489,                 1.3646,                 1.2145,                 1.1777,                 1.3184,                0.74498,                0.67551,                0.71084,                0.39432,                  1.482,                  1.097,                 1.5595,                 1.4249,                 1.3275,                 1.4432,              0.0004753,              0.0004753,              0.0004753
                    109,                 1.2114,                 1.0445,                 1.3706,                 1.2465,                 1.1818,                 1.3327,                0.64397,                0.72223,                0.69855,                0.39188,                 1.4881,                 1.1001,                 1.5376,                 1.4014,                 1.1786,                 1.4127,             0.00047035,             0.00047035,             0.00047035
                    110,                 1.1681,                 1.0076,                  1.353,                 1.2058,                  1.147,                 1.3161,                0.73105,                0.65728,                0.66194,                0.40845,                 1.5525,                  1.053,                 1.6921,                  1.505,                 1.2388,                 1.5751,              0.0004654,              0.0004654,              0.0004654
                    111,                 1.1799,                 1.0336,                 1.3538,                 1.2244,                 1.1622,                 1.3203,                0.61995,                0.71809,                0.73152,                0.39513,                 1.5408,                 1.1726,                 1.6565,                 1.4373,                 1.2822,                 1.5416,             0.00046045,             0.00046045,             0.00046045
                    112,                 1.2038,                 1.0238,                 1.3548,                 1.2433,                 1.1614,                  1.327,                0.71704,                0.68334,                0.68367,                0.40148,                 1.5229,                 1.0456,                 1.6413,                 1.3562,                 1.2549,                 1.4086,              0.0004555,              0.0004555,              0.0004555
                    113,                 1.1606,                 1.0066,                 1.3394,                 1.2073,                 1.1395,                 1.3065,                0.75883,                0.68167,                0.72767,                0.42742,                 1.4756,                  1.031,                 1.5732,                 1.3481,                 1.2475,                 1.3702,             0.00045055,             0.00045055,             0.00045055
                    114,                 1.1791,                  1.027,                  1.347,                 1.2113,                 1.1603,                 1.3174,                0.67813,                0.65614,                0.69401,                0.44302,                 1.4617,                 1.0509,                 1.5721,                  1.302,                 1.2811,                 1.3594,              0.0004456,              0.0004456,              0.0004456
                    115,                 1.1885,                   1.02,                 1.3465,                 1.2259,                 1.1541,                 1.3111,                0.67354,                0.68211,                 0.6567,                0.37331,                 1.6014,                 1.0572,                 1.7449,                 1.4078,                 1.4371,                 1.4064,             0.00044065,             0.00044065,             0.00044065
                    116,                 1.1987,                 1.0329,                 1.3564,                 1.2455,                  1.162,                 1.3182,                0.70389,                0.64688,                0.71346,                0.42764,                 1.4397,                 1.0546,                 1.4923,                 1.3885,                 1.2402,                 1.3911,              0.0004357,              0.0004357,              0.0004357
                    117,                 1.1695,                 1.0112,                 1.3476,                 1.2045,                 1.1504,                  1.309,                0.69151,                0.63535,                0.69149,                 0.4147,                 1.5449,                 1.0392,                 1.6002,                 1.5072,                 1.1383,                  1.516,             0.00043075,             0.00043075,             0.00043075
                    118,                  1.155,                0.99183,                 1.3354,                 1.1953,                 1.1304,                 1.3016,                 0.7522,                 0.6755,                0.69774,                 0.4248,                 1.5111,                  0.966,                 1.6359,                 1.4504,                 1.1701,                 1.5075,              0.0004258,              0.0004258,              0.0004258
                    119,                 1.1893,                 1.0269,                 1.3534,                 1.2194,                 1.1775,                 1.3175,                0.78406,                0.71204,                0.71529,                0.43749,                 1.5789,                0.94992,                 1.7372,                 1.4892,                 1.0217,                 1.6399,             0.00042085,             0.00042085,             0.00042085
                    120,                 1.1893,                 1.0094,                 1.3614,                 1.2202,                  1.149,                 1.3266,                0.64079,                0.74535,                0.66587,                0.41073,                 1.5769,                  1.044,                 1.7644,                 1.4852,                 1.1297,                   1.65,              0.0004159,              0.0004159,              0.0004159
                    121,                 1.1691,                 1.0039,                 1.3531,                  1.202,                 1.1439,                 1.3185,                0.60357,                0.69295,                0.69023,                0.42925,                 1.4259,                 1.1227,                 1.5369,                 1.3333,                 1.2394,                 1.4339,             0.00041095,             0.00041095,             0.00041095
                    122,                 1.1425,                0.97212,                 1.3314,                 1.1834,                  1.094,                 1.2974,                0.59461,                0.70061,                0.62049,                0.39906,                 1.4865,                 1.0789,                 1.6251,                 1.3963,                 1.2102,                 1.5201,               0.000406,               0.000406,               0.000406
                    123,                 1.1716,                 1.0262,                 1.3539,                 1.2111,                 1.1681,                 1.3163,                0.67093,                0.64501,                0.69854,                0.41227,                 1.5378,                 1.0273,                 1.6675,                 1.4976,                 1.1024,                 1.5408,             0.00040105,             0.00040105,             0.00040105
                    124,                 1.1592,                0.99067,                 1.3425,                 1.2032,                 1.1184,                 1.3119,                0.63995,                0.70715,                0.70395,                0.41194,                 1.5303,                 1.0092,                 1.6157,                 1.4329,                 1.1745,                 1.4798,              0.0003961,              0.0003961,              0.0003961
                    125,                 1.1526,                0.97514,                 1.3301,                 1.1929,                 1.0936,                  1.303,                0.69988,                0.61896,                0.67208,                0.41017,                 1.4684,                 1.0541,                 1.5432,                 1.4912,                 1.2084,                 1.5212,             0.00039115,             0.00039115,             0.00039115
                    126,                  1.166,                0.99605,                 1.3339,                 1.2103,                 1.1189,                 1.3088,                0.67023,                0.66872,                0.72838,                0.41699,                 1.5861,                0.98639,                 1.6714,                 1.5604,                 1.1084,                 1.5299,              0.0003862,              0.0003862,              0.0003862
                    127,                 1.1477,                 0.9798,                 1.3279,                  1.186,                 1.1034,                 1.2988,                0.65987,                0.68227,                0.69387,                0.43494,                 1.5514,                0.95574,                  1.666,                 1.5571,                 1.0223,                 1.6093,             0.00038125,             0.00038125,             0.00038125
                    128,                 1.1518,                0.97372,                 1.3363,                 1.1986,                 1.0921,                 1.3117,                0.70182,                0.57554,                0.69482,                   0.44,                 1.4943,                 1.0236,                 1.5777,                 1.4181,                 1.1584,                 1.4823,              0.0003763,              0.0003763,              0.0003763
                    129,                 1.1529,                0.98294,                 1.3286,                 1.1888,                 1.1184,                 1.2965,                0.60556,                0.75072,                0.70981,                0.43464,                 1.4623,                 1.0182,                 1.5317,                 1.3906,                 1.1227,                 1.4428,             0.00037135,             0.00037135,             0.00037135
                    130,                  1.144,                0.97392,                 1.3212,                 1.1954,                 1.0953,                  1.298,                0.59241,                0.74302,                0.72721,                0.42524,                 1.5307,                 1.0098,                 1.5596,                 1.5149,                 1.0529,                  1.507,              0.0003664,              0.0003664,              0.0003664
                    131,                 1.1473,                0.99869,                 1.3292,                 1.1945,                 1.1362,                 1.3065,                0.65925,                0.68952,                0.70027,                0.43676,                 1.3931,                0.98854,                 1.4768,                 1.4672,                 1.0909,                 1.4492,             0.00036145,             0.00036145,             0.00036145
                    132,                  1.138,                0.98135,                 1.3337,                 1.1806,                 1.0919,                 1.3107,                0.65241,                0.66682,                0.66285,                0.37198,                 1.5665,                 1.1241,                 1.6374,                 1.5786,                 1.2324,                 1.5602,              0.0003565,              0.0003565,              0.0003565
                    133,                 1.1204,                0.94493,                  1.315,                  1.167,                 1.0722,                 1.2868,                0.64576,                0.76463,                0.74634,                0.41537,                  1.558,                 1.0084,                 1.6527,                 1.6009,                 1.0244,                 1.6315,             0.00035155,             0.00035155,             0.00035155
                    134,                 1.1403,                0.96507,                  1.326,                 1.1834,                 1.0756,                 1.3053,                0.71065,                0.63646,                0.74128,                0.42711,                 1.5814,                 1.0271,                 1.6717,                 1.4946,                 1.3576,                 1.4646,              0.0003466,              0.0003466,              0.0003466
                    135,                 1.1198,                0.94346,                 1.3057,                   1.16,                 1.0493,                 1.2757,                   0.73,                0.63931,                0.71009,                0.43741,                 1.5533,                0.96249,                 1.6976,                 1.5539,                 1.0337,                 1.6206,             0.00034165,             0.00034165,             0.00034165
                    136,                 1.1252,                0.94464,                 1.3147,                 1.1687,                 1.0655,                 1.2867,                0.56118,                0.66304,                 0.6555,                0.37468,                 1.6741,                 1.0555,                 1.7666,                 1.6525,                 1.1723,                 1.6268,              0.0003367,              0.0003367,              0.0003367
                    137,                 1.1381,                0.95943,                 1.3224,                 1.1814,                 1.0639,                 1.2948,                0.58109,                0.76683,                0.71292,                0.44219,                 1.4939,                 1.0032,                 1.6236,                 1.4968,                 1.0852,                 1.5353,             0.00033175,             0.00033175,             0.00033175
                    138,                 1.1305,                0.94417,                 1.3204,                 1.1683,                 1.0446,                 1.2935,                0.63748,                 0.6242,                0.67381,                0.40744,                 1.5497,                 1.0355,                 1.6548,                 1.4853,                 1.2772,                 1.4953,              0.0003268,              0.0003268,              0.0003268
                    139,                 1.1241,                0.94057,                  1.314,                 1.1697,                 1.0534,                 1.2929,                0.70298,                0.67231,                0.70055,                0.40857,                 1.5854,                 1.0376,                 1.7015,                 1.4903,                 1.3128,                 1.4474,             0.00032185,             0.00032185,             0.00032185
                    140,                 1.1417,                0.95169,                  1.321,                 1.1783,                 1.0675,                 1.2862,                0.61002,                0.76916,                0.72566,                0.46125,                 1.4338,                 1.0257,                 1.4915,                 1.4705,                 1.0823,                 1.3925,              0.0003169,              0.0003169,              0.0003169
                    141,                  1.095,                0.90756,                  1.293,                 1.1456,                 1.0134,                 1.2661,                0.71106,                0.64807,                0.73929,                0.45038,                 1.5115,                 1.0011,                 1.5741,                 1.5306,                 1.0935,                 1.5182,             0.00031195,             0.00031195,             0.00031195
                    142,                 1.1291,                0.94231,                 1.3152,                 1.1696,                 1.0582,                 1.2886,                0.67504,                 0.7771,                0.71778,                0.44155,                 1.5104,                 1.0601,                 1.5947,                 1.4792,                 1.2699,                 1.4129,               0.000307,               0.000307,               0.000307
                    143,                 1.1031,                0.93454,                 1.3018,                 1.1463,                 1.0498,                 1.2761,                0.58757,                0.78008,                0.69857,                0.41825,                 1.4925,                 1.0042,                  1.557,                 1.4414,                 1.2585,                 1.4157,             0.00030205,             0.00030205,             0.00030205
                    144,                 1.1131,                0.93682,                 1.3061,                  1.151,                 1.0493,                  1.277,                0.77002,                0.68837,                 0.7657,                0.43184,                 1.4682,                  0.976,                 1.5534,                 1.5103,                 1.0651,                 1.5393,              0.0002971,              0.0002971,              0.0002971
                    145,                 1.1233,                0.94528,                 1.3239,                 1.1731,                 1.0837,                 1.2972,                 0.6464,                0.65738,                0.69093,                0.41056,                  1.502,                  0.973,                 1.5926,                 1.4881,                 1.1445,                 1.4993,             0.00029215,             0.00029215,             0.00029215
                    146,                 1.1082,                0.92229,                 1.3065,                 1.1522,                 1.0292,                 1.2838,                0.71151,                 0.6254,                0.66605,                0.41132,                 1.4863,                0.94859,                 1.6436,                 1.4693,                 1.1138,                 1.5508,              0.0002872,              0.0002872,              0.0002872
                    147,                   1.11,                0.93175,                 1.3065,                 1.1535,                 1.0472,                 1.2868,                0.61034,                0.72452,                0.68429,                 0.4128,                 1.6279,                0.92201,                 1.7246,                 1.6128,                0.97236,                 1.5896,             0.00028225,             0.00028225,             0.00028225
                    148,                 1.0972,                0.92382,                 1.2984,                 1.1392,                 1.0322,                 1.2719,                0.68531,                0.66392,                0.68073,                0.38952,                  1.564,                 1.0557,                 1.6909,                 1.4703,                  1.282,                  1.495,              0.0002773,              0.0002773,              0.0002773
                    149,                 1.0774,                0.90527,                 1.2922,                  1.126,                 1.0157,                 1.2718,                0.66743,                0.71786,                0.71536,                0.43876,                 1.5197,                0.96427,                 1.6403,                 1.4541,                 1.2278,                 1.4663,             0.00027235,             0.00027235,             0.00027235
                    150,                 1.0879,                0.90107,                 1.2914,                 1.1332,                 1.0239,                 1.2703,                0.63885,                0.74735,                0.74469,                0.44322,                 1.5779,                0.93758,                 1.7256,                 1.5061,                 1.0302,                 1.5703,              0.0002674,              0.0002674,              0.0002674
                    151,                 1.0705,                0.89772,                 1.2938,                 1.1131,                 1.0153,                 1.2756,                0.66885,                 0.7135,                0.72709,                0.44615,                 1.5877,                0.92574,                 1.7258,                 1.5205,                 1.0807,                 1.5393,             0.00026245,             0.00026245,             0.00026245
                    152,                 1.0883,                0.90007,                 1.2989,                 1.1247,                 1.0234,                 1.2725,                0.81084,                 0.6962,                0.76931,                0.44871,                 1.4928,                0.95719,                 1.5986,                 1.4048,                 1.1706,                 1.4029,              0.0002575,              0.0002575,              0.0002575
                    153,                 1.0955,                 0.9065,                 1.3039,                 1.1473,                 1.0214,                 1.2835,                0.71505,                0.68661,                0.71485,                0.41588,                  1.605,                 0.9986,                  1.732,                 1.5518,                 1.1433,                 1.4981,             0.00025255,             0.00025255,             0.00025255
                    154,                 1.0846,                0.90107,                 1.2871,                 1.1439,                0.99382,                 1.2701,                0.68872,                0.70041,                0.73817,                 0.4429,                 1.5635,                0.93512,                 1.6497,                 1.5219,                 1.1097,                 1.4884,              0.0002476,              0.0002476,              0.0002476
                    155,                  1.079,                 0.9086,                 1.2815,                 1.1211,                  1.014,                 1.2609,                0.72294,                0.69185,                0.71002,                0.42783,                 1.5971,                0.95997,                 1.7367,                 1.5474,                 1.0636,                 1.5898,             0.00024265,             0.00024265,             0.00024265
                    156,                 1.0836,                 0.9011,                 1.2797,                 1.1347,                 1.0076,                 1.2621,                0.62014,                0.72736,                0.70343,                0.42075,                 1.5472,                0.99053,                 1.6319,                 1.5063,                 1.1796,                  1.495,              0.0002377,              0.0002377,              0.0002377
                    157,                 1.0833,                0.88705,                 1.2833,                 1.1256,                0.98933,                 1.2611,                0.71593,                0.68101,                0.71812,                0.42691,                 1.5294,                 1.0274,                 1.5948,                 1.4639,                 1.2062,                 1.4494,             0.00023275,             0.00023275,             0.00023275
                    158,                 1.0852,                 0.8869,                 1.3015,                 1.1234,                0.98983,                 1.2799,                0.64978,                0.75897,                0.70908,                0.43136,                 1.5205,                 1.0566,                 1.5887,                 1.4521,                 1.2166,                 1.4345,              0.0002278,              0.0002278,              0.0002278
                    159,                 1.0825,                0.88349,                 1.2814,                 1.1353,                0.97919,                 1.2642,                0.70943,                0.67557,                0.70201,                0.40283,                 1.5408,                 1.0337,                 1.6161,                  1.515,                 1.1911,                 1.4718,             0.00022285,             0.00022285,             0.00022285
                    160,                 1.0598,                0.88043,                 1.2705,                 1.1087,                0.97793,                 1.2547,                0.76836,                0.64427,                0.73156,                0.41046,                 1.5977,                 1.0472,                  1.658,                 1.4745,                 1.3979,                 1.4255,              0.0002179,              0.0002179,              0.0002179
                    161,                 1.0721,                0.87513,                 1.2897,                 1.1229,                0.97959,                 1.2727,                0.65424,                 0.7326,                0.71523,                0.42712,                 1.5998,                 0.9981,                 1.7084,                 1.5389,                 1.0819,                 1.5738,             0.00021295,             0.00021295,             0.00021295
                    162,                 1.0942,                0.88309,                 1.2967,                 1.1449,                0.97169,                 1.2803,                0.57421,                0.72583,                0.67933,                0.41298,                 1.5195,                0.94511,                 1.6431,                  1.503,                 1.1164,                 1.5362,               0.000208,               0.000208,               0.000208
                    163,                 1.0693,                0.87863,                 1.2724,                 1.1122,                0.99645,                 1.2501,                0.68034,                0.60296,                0.70662,                0.43605,                 1.4826,                0.94916,                 1.5822,                 1.4811,                 1.0542,                 1.5341,             0.00020305,             0.00020305,             0.00020305
                    164,                 1.0562,                0.87277,                 1.2757,                 1.1095,                0.96631,                 1.2617,                0.69653,                0.70912,                0.70254,                0.41511,                 1.5615,                 1.0248,                 1.6216,                 1.5104,                 1.1962,                 1.4548,              0.0001981,              0.0001981,              0.0001981
